"URLLength","DomainLength","TLDEncoding","NoOfLettersInURL","NoOfDegitsInURL","NoOfSpecialCharsInURL","IsHTTPS","LineOfCode","LargestLineLength","HasTitle","NoOfReference","DomainTitleMatchScore","URLTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfExternalFiles","HasDescription","HasSocialNet","HasCopyrightInfo","label"
28,21,0.545212198763062,15,0,1,1,1796,8526,1,415,100,100,1,0,1,152,1,1,1,1
31,24,0.545212198763062,18,0,1,1,688,9513,1,213,0,0,1,1,1,69,0,1,1,1
43,16,0.545212198763062,25,5,5,1,24,30007,1,4,0,0,1,0,1,2,0,0,1,0
55,31,0.545212198763062,40,1,7,0,9,64,1,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,465,506,1,22,100,100,1,0,1,34,1,0,1,1
33,18,0.545212198763062,20,0,2,0,257,213,1,2,0,100,0,0,1,22,0,0,1,0
23,16,0.545212198763062,10,0,1,1,717,251,1,41,100,100,1,0,1,64,1,1,1,1
41,11,0.545212198763062,27,0,6,1,18,85,1,0,0,0,0,0,0,0,0,0,0,0
30,23,0.545212198763062,17,0,1,1,608,1876,1,64,100,100,0,1,1,28,1,1,1,1
29,22,0.545212198763062,16,0,1,1,1097,9130,1,128,100,100,1,0,1,42,1,1,1,1
27,20,0.545212198763062,14,0,1,1,821,3570,1,121,100,100,1,0,1,43,1,1,1,1
34,27,0.545212198763062,20,0,2,1,492,547,1,40,100,100,0,0,0,20,0,1,1,1
39,32,0.545212198763062,16,12,4,0,13,119,1,2,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,380,2229,1,78,100,100,1,0,1,27,1,1,0,1
51,14,0.545212198763062,35,1,7,1,91,731,1,7,0,0,1,0,1,12,0,0,1,0
26,19,0.545212198763062,13,0,1,1,2655,1149,1,111,100,100,0,0,0,119,1,1,1,1
27,19,0.545212198763062,17,0,2,1,129,368,1,3,0,0,0,1,1,2,0,0,0,0
34,25,0.545212198763062,16,6,4,1,273,20637,1,5,0,0,1,0,1,31,0,0,0,0
26,19,0.545212198763062,13,0,1,1,174,215,1,25,81.81818182,81.81818182,0,0,1,7,1,0,1,1
28,21,0.545212198763062,14,0,2,1,731,9381,1,131,100,100,0,1,1,56,1,1,1,1
26,19,0.545212198763062,13,0,1,1,1882,11307,1,258,100,100,0,0,1,99,0,1,1,1
58,39,0.545212198763062,36,6,8,1,7,67,0,0,2.857142857,2.222222222,0,0,0,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,1238,13864,1,207,100,100,0,1,1,10,1,1,1,1
21,14,0.545212198763062,8,0,1,1,2048,839,1,500,100,100,1,0,1,93,1,1,1,1
45,36,0.545212198763062,31,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
21,15,0.545212198763062,8,0,2,0,31,122,1,0,0,0,0,0,0,0,0,0,0,0
33,26,0.545212198763062,20,0,1,1,1343,11144,1,116,100,100,1,1,1,103,1,1,1,1
43,34,0.545212198763062,29,0,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
48,40,0.545212198763062,38,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,3341,2899,1,73,100,100,1,0,1,40,1,1,1,1
33,25,0.545212198763062,16,6,3,1,173,18428,1,5,0,0,1,0,1,31,0,0,0,0
25,18,0.545212198763062,12,0,1,1,444,389,1,28,100,100,0,0,1,34,1,0,0,1
40,31,0.545212198763062,22,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
18,10,0.545212198763062,9,0,2,0,2,564,1,0,100,100,0,0,1,0,0,0,0,0
31,24,0.545212198763062,18,0,1,1,548,2702,1,97,100,100,0,0,1,39,0,1,1,1
28,21,0.545212198763062,15,0,1,1,16638,12353,1,1291,100,100,1,0,1,93,1,1,1,1
34,25,0.545212198763062,19,3,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
53,44,0.545212198763062,34,5,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,19,0.545212198763062,20,2,4,0,275,213,1,2,0,100,0,0,1,26,0,0,0,0
38,28,0.545212198763062,26,0,4,1,106,94,1,1,0,0,1,0,0,5,1,0,0,0
30,23,0.545212198763062,17,0,1,1,2030,14876,1,121,100,100,0,0,0,102,1,1,1,1
21,13,0.545212198763062,4,4,2,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,1252,8845,1,343,100,100,0,1,1,47,1,1,1,1
35,28,0.545212198763062,22,0,1,1,5309,77935,1,101,100,100,0,0,1,84,1,1,0,1
18,11,0.545212198763062,10,0,1,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,8,0,2,1,840,1416,1,255,100,100,1,0,1,20,0,1,1,1
48,39,0.545212198763062,36,0,4,1,129,368,1,3,0,0,0,1,1,2,0,0,0,0
32,26,0.545212198763062,15,3,3,0,12,66,1,0,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,12,0,1,0,9,42,1,0,100,100,0,0,0,0,0,0,0,0
34,25,0.545212198763062,16,6,4,1,13,101,1,1,0,0,0,0,0,0,0,0,0,0
45,36,0.545212198763062,31,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,20,0.545212198763062,34,0,4,1,9,97,1,2,0,100,0,0,0,0,0,0,0,0
32,25,0.545212198763062,19,0,1,1,4546,6754,1,202,100,100,1,0,0,48,0,1,1,1
38,30,0.545212198763062,20,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,466,8491,1,54,100,100,0,1,1,37,0,1,1,1
42,23,0.545212198763062,29,2,4,0,2,845,0,2,0,0,0,0,0,1,0,0,0,0
24,17,0.545212198763062,11,0,1,1,3352,6749,1,41,100,100,0,1,1,12,1,0,1,1
59,11,0.545212198763062,42,0,9,1,11,85,1,0,0,0,0,0,0,0,0,0,0,0
38,30,0.545212198763062,27,1,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,32,0.545212198763062,26,0,1,1,2766,29188,1,82,100,100,1,0,1,141,1,1,1,1
27,20,0.545212198763062,14,0,1,1,1557,8047,1,133,100,100,0,1,1,291,1,0,1,1
25,18,0.545212198763062,12,0,1,1,534,287,1,225,100,100,0,0,1,12,1,1,1,1
23,16,0.545212198763062,10,0,1,1,830,2268,1,73,0,0,1,0,1,29,1,1,1,1
27,21,0.545212198763062,15,0,1,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0
69,20,0.545212198763062,47,7,8,0,8,78,1,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,1192,452,1,12,100,100,0,0,0,79,0,0,1,1
25,18,0.545212198763062,11,0,2,1,355,1990,1,32,100,100,0,0,1,42,1,1,1,1
20,14,0.545212198763062,8,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
30,24,0.545212198763062,16,0,3,0,29,135,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,950,474,1,30,100,100,1,0,1,49,0,0,0,1
29,22,0.545212198763062,15,0,2,1,423,9381,1,113,100,100,0,1,1,31,0,1,1,1
22,13,0.545212198763062,12,0,2,1,25,565,1,2,100,100,0,0,1,0,0,0,0,0
35,29,0.545212198763062,22,0,2,0,16,93,1,0,0,0,0,0,0,0,0,0,0,0
71,11,0.545212198763062,48,11,4,1,2,143,0,0,0,0,0,0,0,0,0,0,0,0
30,23,0.545212198763062,18,0,1,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0
32,25,0.545212198763062,19,0,1,1,249,515,1,65,100,100,0,0,0,16,1,0,1,1
27,19,0.545212198763062,17,0,2,1,129,368,1,3,0,0,0,1,1,2,0,0,0,0
23,16,0.545212198763062,10,0,1,1,5753,100000,1,191,100,100,1,1,0,807,1,1,1,1
32,25,0.545212198763062,19,0,1,1,2447,694,1,51,100,100,0,1,1,316,1,1,1,1
30,17,0.545212198763062,20,0,2,1,11,85,1,0,0,100,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,226,1447,1,23,100,100,0,0,0,26,1,1,1,1
36,28,0.545212198763062,26,0,2,1,18,100,1,2,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,15,0,1,0,25,80,1,0,100,100,0,0,0,4,0,0,0,0
23,16,0.545212198763062,10,0,1,1,3818,40464,1,702,0,0,0,1,1,104,0,1,1,1
32,24,0.545212198763062,19,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,5827,36376,1,201,100,100,1,0,1,215,1,1,1,1
69,46,0.545212198763062,42,10,10,0,212,4070,1,2,0,0,0,0,1,1,0,0,1,0
29,20,0.545212198763062,19,0,2,1,2,37,0,0,0,0,0,0,0,0,0,0,0,0
93,19,0.545212198763062,72,8,5,1,293,490,1,3,0,100,0,0,0,7,0,0,0,0
38,31,0.545212198763062,25,0,1,1,313,1902,1,57,100,100,1,1,1,47,1,1,0,1
30,23,0.545212198763062,16,0,2,1,838,1031,1,11,0,0,1,0,0,25,1,0,0,1
26,20,0.545212198763062,14,0,1,0,2,466,1,0,100,100,0,0,0,0,1,0,0,0
34,26,0.545212198763062,20,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,20,0.545212198763062,13,0,2,1,1508,488,1,433,100,100,1,0,1,136,1,1,1,1
28,21,0.545212198763062,15,0,1,1,619,1731,1,100,100,100,1,0,1,16,0,1,1,1
28,21,0.545212198763062,15,0,1,1,466,400,1,22,100,100,0,0,1,15,1,1,0,1
38,30,0.545212198763062,27,1,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,3783,23636,1,408,100,100,1,0,0,35,0,1,0,1
28,21,0.545212198763062,20,0,1,0,9,42,1,0,100,100,0,0,0,0,0,0,0,0
33,27,0.545212198763062,20,0,2,0,15,155,1,0,0,0,0,0,1,0,0,0,0,0
21,14,0.545212198763062,8,0,1,1,1775,9970,1,185,100,100,1,1,1,114,1,1,1,1
29,22,0.545212198763062,16,0,1,1,1746,1452,1,590,100,100,0,1,1,69,1,1,1,1
27,20,0.545212198763062,15,3,2,0,2,831,0,2,0,0,0,0,0,1,0,0,0,0
34,25,0.545212198763062,16,6,4,1,271,20971,1,5,0,0,1,0,1,31,0,0,0,0
98,15,0.545212198763062,75,8,7,1,28,29567,1,4,0,0,1,0,1,2,0,0,0,0
25,18,0.545212198763062,12,0,1,1,1244,8047,1,381,100,100,0,1,1,67,1,0,1,1
42,33,0.545212198763062,28,3,3,1,30,115,1,2,0,0,0,0,1,3,0,0,0,0
26,19,0.545212198763062,13,0,1,1,1545,8047,1,877,100,100,1,1,0,35,0,0,1,1
24,17,0.545212198763062,11,0,1,1,627,739,1,99,100,100,0,0,0,42,0,1,1,1
30,24,0.545212198763062,17,0,2,0,49,783,0,0,0,0,0,0,0,2,0,0,0,0
40,32,0.545212198763062,30,0,2,1,152,2838,0,6,0,0,0,0,0,4,0,0,0,0
32,25,0.545212198763062,19,0,1,1,1275,9381,1,506,100,100,1,1,1,72,1,0,1,1
34,27,0.545212198763062,21,0,1,1,1095,9713,1,228,0,0,1,1,1,77,1,1,1,1
178,15,0.545212198763062,130,17,23,1,8,36740,1,4,0,0,1,0,1,4,0,0,1,0
22,15,0.545212198763062,9,0,1,1,527,388,1,128,100,100,1,0,1,27,1,1,1,1
38,31,0.545212198763062,25,0,1,1,535,2159,1,86,100,100,0,1,1,36,1,1,1,1
29,22,0.545212198763062,16,0,1,1,1051,12576,1,69,100,100,0,0,1,75,1,1,1,1
23,16,0.545212198763062,10,0,1,1,344,450,1,19,100,100,1,1,1,25,1,1,1,1
27,21,0.545212198763062,15,0,1,0,20,540,0,0,0,0,0,0,0,0,0,0,0,0
32,25,0.545212198763062,18,0,2,1,3838,9943,1,454,100,100,0,0,1,126,1,1,1,1
98,15,0.545212198763062,70,9,11,1,3,2256,1,3,0,0,1,0,1,1,0,0,1,0
28,21,0.545212198763062,15,0,1,1,1718,9409,1,215,100,100,1,1,1,109,0,0,1,1
22,16,0.545212198763062,10,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,1678,24961,1,263,100,100,0,1,1,134,1,1,1,1
32,14,0.545212198763062,15,7,3,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0
32,23,0.545212198763062,20,0,4,1,129,368,1,3,0,0,0,1,1,2,0,0,0,0
22,15,0.545212198763062,9,0,1,1,5052,3279,1,1190,100,100,1,0,1,471,1,1,1,1
27,21,0.545212198763062,14,0,2,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0
37,30,0.545212198763062,24,0,1,1,900,9381,1,90,100,100,0,1,1,60,0,1,1,1
33,27,0.545212198763062,21,0,1,0,11,85,1,0,100,100,0,0,0,0,0,0,0,0
30,23,0.545212198763062,17,0,1,1,495,2099,1,63,100,100,1,0,1,30,1,1,1,1
30,23,0.545212198763062,16,0,2,1,827,2886,1,314,100,100,0,0,0,44,0,1,0,1
29,22,0.545212198763062,16,0,1,1,523,1785,1,11,100,100,0,0,0,40,0,1,1,1
25,19,0.545212198763062,13,0,1,0,2,863,0,2,0,0,0,0,1,1,0,0,0,0
28,21,0.545212198763062,14,0,2,1,958,9381,1,263,100,100,0,1,1,63,1,1,1,1
27,20,0.545212198763062,14,0,1,1,13043,14258,1,149,100,100,1,0,1,64,1,1,1,1
25,18,0.545212198763062,12,0,1,1,3183,36376,1,821,100,100,0,1,1,96,1,1,1,1
23,17,0.545212198763062,9,1,2,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0
34,27,0.545212198763062,21,0,1,1,1299,4271,1,75,100,100,0,0,1,38,1,0,1,1
26,19,0.545212198763062,13,0,1,1,2171,1352,1,317,100,100,1,0,1,40,1,1,1,1
31,24,0.545212198763062,18,0,1,1,2037,6411,1,8,100,100,0,0,1,13,1,0,1,1
19,13,0.545212198763062,7,0,1,0,9,72,1,2,100,100,0,0,0,0,0,0,0,0
28,21,0.545212198763062,15,0,1,1,4808,29732,1,382,100,100,1,0,1,85,1,1,1,1
19,12,0.545212198763062,6,0,1,1,2311,14037,1,226,100,100,1,1,1,93,1,1,1,1
22,16,0.545212198763062,9,0,2,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,1671,8841,1,318,100,100,1,0,1,151,1,1,1,1
31,24,0.545212198763062,18,0,1,1,2152,3944,1,99,0,0,0,0,1,66,1,0,1,1
47,39,0.545212198763062,31,0,5,0,9,98,1,2,0,0,0,0,0,0,0,0,0,0
30,23,0.545212198763062,17,0,1,1,2270,2077,1,5,100,100,0,0,1,51,0,0,1,1
29,22,0.545212198763062,16,0,1,1,3480,405,1,434,100,100,1,0,1,264,1,1,1,1
38,31,0.545212198763062,25,0,1,1,1045,3364,1,196,100,100,0,0,1,69,1,1,1,1
19,13,0.545212198763062,11,0,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0
41,33,0.545212198763062,32,0,1,1,116,135,0,1,0,0,0,0,1,4,0,0,0,0
24,17,0.545212198763062,11,0,1,1,922,3085,1,91,77.77777778,77.77777778,1,0,1,59,0,1,1,1
30,23,0.545212198763062,17,0,1,1,584,8005,1,174,100,100,0,0,0,36,0,1,0,1
26,19,0.545212198763062,13,0,1,1,891,1820,1,230,100,100,0,1,0,38,0,1,1,1
27,20,0.545212198763062,14,0,1,1,453,8121,1,84,100,100,0,0,1,48,0,0,1,1
52,15,0.545212198763062,36,0,8,1,11,60,1,0,0,0,0,0,0,0,0,0,0,0
31,24,0.545212198763062,18,0,1,1,3357,756,1,1624,0,0,0,0,1,315,1,1,1,1
27,20,0.545212198763062,14,0,1,1,706,9381,1,193,100,100,1,1,1,49,0,1,1,1
19,13,0.545212198763062,7,0,1,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
32,25,0.545212198763062,19,0,1,1,259,431,1,5,100,100,0,0,0,9,0,0,0,1
24,17,0.545212198763062,11,0,1,1,1823,6050,1,84,100,100,1,0,1,90,1,1,1,1
27,20,0.545212198763062,13,0,2,1,534,9381,1,230,0,0,0,1,1,152,0,1,0,1
37,21,0.545212198763062,27,0,2,1,63,355,1,3,0,100,0,0,1,4,1,0,0,0
21,14,0.545212198763062,8,0,1,1,236,246,1,8,100,100,1,0,1,9,1,1,1,1
33,26,0.545212198763062,20,0,1,1,696,748,1,16,100,100,0,0,1,70,1,1,0,1
23,16,0.545212198763062,10,0,1,1,413,2362,1,57,100,100,1,1,1,28,1,1,0,1
21,14,0.545212198763062,8,0,1,1,361,2373,1,87,100,100,0,1,1,39,0,1,1,1
24,18,0.545212198763062,12,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
30,23,0.545212198763062,17,0,1,1,932,11253,1,20,100,100,0,0,0,70,0,1,0,1
28,21,0.545212198763062,15,0,1,1,1002,6209,1,228,100,100,1,1,1,79,0,1,1,1
35,23,0.545212198763062,24,0,3,1,108,576,1,3,0,100,0,0,1,10,0,0,1,0
71,48,0.545212198763062,40,11,12,1,198,369,1,0,0,0,0,1,1,3,0,0,1,0
23,16,0.545212198763062,10,0,1,1,580,9215,1,76,100,100,1,1,1,45,1,1,1,1
24,17,0.545212198763062,11,0,1,1,5439,8402,1,193,100,100,1,0,0,67,0,1,1,1
19,13,0.545212198763062,5,2,1,0,24,80,0,0,0,0,0,0,0,4,0,0,0,0
37,30,0.545212198763062,24,0,1,1,419,6174,1,59,100,100,1,0,1,29,0,1,1,1
39,30,0.545212198763062,28,0,3,1,9,47,1,0,0,0,0,0,0,0,0,0,0,0
25,17,0.545212198763062,16,0,1,1,25,565,1,2,100,100,0,0,1,0,0,0,0,0
31,22,0.545212198763062,19,0,4,1,173,1189,1,0,100,100,0,0,1,1,0,0,0,0
19,12,0.545212198763062,6,0,1,1,527,376,1,16,100,100,0,0,1,14,1,1,1,1
32,25,0.545212198763062,19,0,1,1,2141,32259,1,707,0,0,1,1,1,72,1,1,1,1
22,15,0.545212198763062,9,0,1,1,1717,8203,1,52,100,100,0,0,1,82,1,0,1,1
28,22,0.545212198763062,16,0,1,0,9,42,1,0,100,100,0,0,0,0,0,0,0,0
34,27,0.545212198763062,21,0,1,1,371,9297,1,53,100,100,0,1,1,66,1,1,1,1
26,19,0.545212198763062,10,3,1,1,1339,581,1,86,0,0,1,0,1,79,1,0,1,1
31,25,0.545212198763062,19,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
26,19,0.545212198763062,13,0,1,1,3411,1764,1,302,100,100,0,0,1,374,0,1,1,1
33,26,0.545212198763062,20,0,1,1,1404,332,1,48,100,100,0,0,1,36,0,1,1,1
32,25,0.545212198763062,19,0,1,1,174,252,1,22,100,100,1,1,1,7,1,0,0,1
35,28,0.545212198763062,22,0,1,1,1094,1820,1,303,0,0,0,1,1,42,0,0,1,1
24,17,0.545212198763062,11,0,1,1,646,7414,1,47,100,100,1,0,1,20,1,1,1,1
37,31,0.545212198763062,24,0,2,0,13,85,1,0,100,100,0,0,0,0,0,0,0,0
97,39,0.545212198763062,58,23,8,1,2,106,0,0,0,1.204819277,0,0,0,0,0,0,0,0
31,24,0.545212198763062,18,0,1,1,488,9381,1,75,100,100,0,1,1,27,1,1,1,1
24,18,0.545212198763062,11,0,2,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0
32,25,0.545212198763062,19,0,1,1,331,1011,1,46,100,100,1,0,1,46,0,1,1,1
23,16,0.545212198763062,10,0,1,1,7189,736,1,289,100,100,0,0,1,167,1,1,1,1
25,18,0.545212198763062,12,0,1,1,4128,13337,1,38,100,100,1,0,1,27,1,1,0,1
36,29,0.545212198763062,21,0,3,1,235,1195,1,74,100,100,0,0,0,25,1,1,1,1
21,15,0.545212198763062,9,0,1,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0
25,19,0.545212198763062,13,0,1,0,15,155,1,0,100,100,0,0,1,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,783,9381,1,206,100,100,0,1,1,39,0,1,1,1
30,23,0.545212198763062,17,0,1,1,1507,8047,1,306,100,100,0,1,1,42,1,1,1,1
44,16,0.545212198763062,31,0,5,1,2,53,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,599,396,1,237,100,100,1,1,0,17,1,1,1,1
46,37,0.545212198763062,19,13,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
38,30,0.545212198763062,27,0,3,1,2,1186,1,1,0,0,0,0,1,3,0,0,0,0
24,17,0.545212198763062,11,0,1,1,588,429,1,112,100,100,1,0,1,20,1,1,1,1
30,24,0.545212198763062,18,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
29,22,0.545212198763062,15,0,2,1,1924,9562,1,205,100,100,0,0,0,81,0,1,1,1
28,21,0.545212198763062,15,0,1,1,2299,4110,1,339,100,100,1,0,0,57,0,1,0,1
46,37,0.545212198763062,34,1,3,1,26,176,0,0,0,0,0,0,0,0,0,0,0,0
29,23,0.545212198763062,17,0,1,0,2,871,0,2,0,0,0,0,1,1,0,0,0,0
35,29,0.545212198763062,23,0,1,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,623,4806,1,58,0,0,1,0,1,43,1,0,0,1
25,18,0.545212198763062,12,0,1,1,464,360,1,13,100,100,1,0,1,57,1,1,0,1
27,20,0.545212198763062,14,0,1,1,3661,3963,1,148,100,100,0,0,1,104,1,0,1,1
25,18,0.545212198763062,13,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
19,12,0.545212198763062,6,0,1,1,2987,11040,1,262,100,100,1,0,0,309,0,0,1,1
27,20,0.545212198763062,14,0,1,1,335,1364,1,64,100,100,0,0,0,28,1,1,1,1
56,24,0.545212198763062,44,0,5,0,2,87208,0,0,0,0,0,0,0,0,0,0,0,0
29,22,0.545212198763062,15,0,2,1,269,3220,1,65,100,100,1,0,1,31,0,0,1,1
21,14,0.545212198763062,7,2,1,0,9,37,1,0,100,100,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,1223,1665,1,43,0,0,1,1,1,86,1,1,1,1
33,16,0.545212198763062,18,0,3,1,16,286,1,1,0,100,0,0,1,0,0,0,0,0
31,23,0.545212198763062,21,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,21,0.545212198763062,15,0,1,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,729,7257,1,166,100,100,0,1,1,58,1,1,1,1
28,21,0.545212198763062,15,0,1,1,1178,8357,1,190,100,100,0,1,1,44,1,1,0,1
45,36,0.545212198763062,31,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
25,19,0.545212198763062,9,2,3,0,2,34,0,0,9.090909091,9.090909091,0,0,0,0,0,0,0,0
45,36,0.545212198763062,34,0,3,1,129,368,1,3,0,0,0,1,1,2,0,0,0,0
34,27,0.545212198763062,21,0,1,1,1586,4614,1,315,100,100,0,1,1,58,1,1,1,1
36,30,0.545212198763062,24,0,1,0,9,45,1,0,100,100,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,737,9381,1,74,100,100,0,1,1,53,1,1,0,1
28,21,0.545212198763062,15,0,1,1,3202,8410,1,630,100,100,0,0,0,207,0,1,1,1
35,29,0.545212198763062,21,0,3,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0
36,29,0.545212198763062,23,0,1,1,1159,9381,1,424,0,0,0,1,1,58,1,0,1,1
85,29,0.545212198763062,47,23,8,0,2,95,0,0,0,1.369863014,0,0,0,0,0,0,0,0
85,76,0.545212198763062,61,11,5,1,205,203,1,2,0,0,0,0,1,13,0,0,0,0
39,30,0.545212198763062,28,0,3,1,214,127,1,1,0,0,1,0,1,6,0,0,0,0
38,30,0.545212198763062,22,4,5,0,13,115,1,2,0,0,0,0,0,0,0,0,0,0
23,17,0.545212198763062,11,0,1,0,2,478,1,0,77.77777778,77.77777778,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,1271,8047,1,251,100,100,1,1,1,59,0,1,1,1
29,22,0.545212198763062,16,0,1,1,458,258,1,179,100,100,0,0,1,36,1,1,1,1
24,17,0.545212198763062,11,0,1,1,642,937,1,52,100,100,0,0,1,49,1,0,0,1
27,20,0.545212198763062,14,0,1,1,754,1820,1,122,100,100,1,1,1,79,1,1,1,1
35,27,0.545212198763062,25,0,3,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,1420,9381,1,506,100,100,1,1,1,39,1,1,1,1
24,17,0.545212198763062,11,0,1,1,6077,693,1,822,100,100,1,0,1,160,1,1,1,1
27,20,0.545212198763062,14,0,1,1,1624,3874,1,258,100,100,1,0,1,46,1,1,1,1
24,17,0.545212198763062,11,0,1,1,1244,9381,1,196,100,100,0,1,1,49,1,1,1,1
48,16,0.545212198763062,35,0,5,1,3,273,0,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,845,1043,1,88,100,100,1,0,1,39,0,1,0,1
29,21,0.545212198763062,19,0,3,0,9,80,1,2,100,100,0,0,0,0,0,0,0,0
41,32,0.545212198763062,28,0,5,1,11,1663,1,1,0,0,1,0,0,3,0,0,0,0
27,20,0.545212198763062,14,0,1,1,6001,45015,1,345,100,100,0,1,1,130,1,1,1,1
29,22,0.545212198763062,16,0,1,1,554,2243,1,143,100,100,1,1,1,53,1,1,0,1
28,21,0.545212198763062,15,0,1,1,724,9381,1,173,0,0,0,1,1,153,1,1,1,1
35,26,0.545212198763062,21,2,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,1543,9381,1,171,100,100,1,1,1,144,0,1,1,1
22,16,0.545212198763062,7,3,1,0,2,436,0,1,0,0,0,0,0,0,0,0,0,0
32,24,0.545212198763062,19,0,1,1,609,100000,1,0,100,100,1,0,1,12,0,0,0,0
39,31,0.545212198763062,29,0,3,0,2,842,0,2,0,0,0,0,0,1,0,0,0,0
28,22,0.545212198763062,15,0,2,0,9,81,1,2,100,100,0,0,0,0,0,0,0,0
26,20,0.545212198763062,14,0,1,0,64,151,1,4,100,100,0,1,1,10,1,0,0,0
34,27,0.545212198763062,21,0,1,1,2002,9809,1,252,100,100,1,1,1,84,1,1,1,1
22,15,0.545212198763062,9,0,1,1,608,392,1,72,100,100,1,0,1,22,1,1,1,1
33,26,0.545212198763062,20,0,1,1,449,543,1,26,100,100,1,0,1,30,1,1,1,1
34,27,0.545212198763062,21,0,1,1,676,4425,1,204,100,100,1,0,1,85,1,1,0,1
30,24,0.545212198763062,18,0,1,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0
31,24,0.545212198763062,18,0,1,1,1681,9381,1,119,100,100,0,1,1,91,1,1,1,1
31,22,0.545212198763062,18,2,3,1,30,115,1,2,0,0,0,0,1,3,0,0,0,0
20,13,0.545212198763062,7,0,1,1,699,1027,1,122,100,100,1,0,1,14,1,1,1,1
25,18,0.545212198763062,12,0,1,1,1229,965,1,127,100,100,1,0,1,66,1,1,1,1
29,21,0.545212198763062,20,0,2,0,3,111,1,2,100,100,0,0,0,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,3472,71148,1,105,100,100,0,0,1,63,1,1,1,1
22,16,0.545212198763062,9,0,2,0,41,112,1,0,0,0,0,0,0,0,0,0,0,0
32,25,0.545212198763062,19,0,1,1,1301,4846,1,138,100,100,0,1,1,41,1,1,1,1
29,22,0.545212198763062,20,0,2,0,13,99,1,2,0,0,0,0,0,0,0,0,0,0
